account_id,customer_id,account_type,account_status,open_date,current_balance,currency,credit_limit
ca12f767-140d-4380,8fa31d66-73f2-464e,credit card,suspended,2024-02-27,44182.84,GBP,21899.54
438e3408-66ab-45ee,a4780ba7-aaf6-455c,credit card,dormant,2024-04-13,87700.26,USD,41364.81
36a4c845-28cd-41ba,a4780ba7-aaf6-455c,loan,dormant,2022-12-14,40855.21,USD,0.0
985a0149-6cd2-4863,2f304d0e-ff4c-45b4,investment,active,2024-07-28,99868.84,QAR,0.0
7154e6be-3212-4be7,2f304d0e-ff4c-45b4,credit card,closed,2024-04-14,16198.12,QAR,2583.28
8a78a801-403c-4a0f,784e0abe-b070-44f1,mortgage,closed,2024-07-28,10930.24,USD,0.0
207e99b1-9764-404e,784e0abe-b070-44f1,loan,suspended,2024-07-17,53258.08,USD,0.0
38bb743e-7b63-42c0,784e0abe-b070-44f1,savings,closed,2024-07-05,68906.44,USD,0.0
1a3732ed-f0c8-42b3,9c529ba4-45aa-4ea7,credit card,active,2023-10-05,35321.19,EUR,44109.46
11a2f594-72b5-478a,9c529ba4-45aa-4ea7,credit card,pending,2023-08-21,31564.18,EUR,31625.22
7d190665-68b4-4470,9c529ba4-45aa-4ea7,investment,closed,2024-07-05,84111.98,EUR,0.0
987fe7f7-ff14-4e01,1afc1d6e-20fa-4129,loan,dormant,2024-07-24,48081.78,EUR,0.0
cf10f31b-45b6-4139,1afc1d6e-20fa-4129,investment,suspended,2024-07-18,5821.16,EUR,0.0
a973638d-7db3-4fcf,b6b389d9-b4ae-493d,savings,suspended,2023-07-23,85050.57,JPY,0.0
aec3f960-d631-4f90,b6b389d9-b4ae-493d,credit card,suspended,2024-04-20,62019.44,JPY,19929.41
b8505b8b-9f6b-40c0,b6b389d9-b4ae-493d,credit card,dormant,2023-08-09,29650.08,JPY,35218.9
4016caa8-7266-4ad0,1a426fd7-d21a-40b2,investment,dormant,2023-11-23,79099.57,INR,0.0
59bfbd9d-0fa6-4c67,1a426fd7-d21a-40b2,credit card,active,2023-02-03,21792.81,INR,13463.63
39a6fd6e-93e4-4078,a15d9efb-a7d7-4081,investment,dormant,2024-02-24,89986.6,USD,0.0
3c8c31f6-a40c-4b67,409e8804-a6ec-4084,mortgage,dormant,2023-10-02,52673.63,JPY,0.0
49758957-b2be-4662,269d1c7a-e084-423f,investment,closed,2024-03-31,71915.38,AED,0.0
4597a275-582e-4576,269d1c7a-e084-423f,investment,active,2024-03-12,47029.16,AED,0.0
011e383d-9c93-40ec,269d1c7a-e084-423f,mortgage,dormant,2024-06-17,84961.31,AED,0.0
606ffabd-4159-44a2,a60002be-0141-4824,loan,closed,2024-04-10,68186.21,USD,0.0
0d12fa3e-9088-45b6,6abc2294-efd9-4cf6,savings,active,2024-06-14,54508.88,USD,0.0
58c5aba7-edb1-4cd1,6abc2294-efd9-4cf6,investment,suspended,2024-08-13,32373.33,USD,0.0
cc77677a-bfdf-47b2,d0870c84-58d8-4f29,credit card,suspended,2024-04-27,71494.39,AED,49171.07
b3c706de-29f5-4f3a,d0870c84-58d8-4f29,loan,dormant,2024-04-29,11645.26,AED,0.0
ca5f581e-1b9f-45d0,d0870c84-58d8-4f29,credit card,closed,2023-09-26,60696.1,AED,44428.76
df260c20-3aed-402e,245a0539-a016-46cb,loan,dormant,2024-08-11,45903.94,QAR,0.0
00bde335-83d2-4939,97d8cefb-aef8-4423,mortgage,pending,2023-10-01,69121.14,EUR,0.0
b6caf0b4-968b-402e,97d8cefb-aef8-4423,credit card,pending,2023-05-01,43341.62,EUR,45019.15
5b66a59a-aea1-4eaf,d5e290a4-f9b8-4bbf,investment,active,2024-08-07,83216.12,USD,0.0
fa94a440-5e52-4d07,b5774f45-e553-470e,credit card,active,2024-06-16,11524.54,QAR,49181.79
260a3383-3ecc-4b59,b5774f45-e553-470e,credit card,dormant,2024-06-20,82594.33,QAR,40139.23
80e6aec1-29f2-440e,b8b20b35-f39f-456e,savings,dormant,2024-07-03,15291.56,EUR,0.0
ba47cc92-38e8-4fae,b8b20b35-f39f-456e,investment,active,2023-05-24,82902.43,EUR,0.0
0ada7317-5e00-4ea1,b8b20b35-f39f-456e,mortgage,active,2024-01-16,10879.41,EUR,0.0
961b8794-b5dc-4ca8,57a8a23e-ef27-4996,savings,active,2024-08-06,20036.99,AED,0.0
adc63acc-4320-41ef,57a8a23e-ef27-4996,mortgage,suspended,2024-07-19,97708.43,AED,0.0
0586bb55-442b-4a94,57a8a23e-ef27-4996,credit card,dormant,2024-06-14,29939.39,AED,47727.3
4f83351f-8525-4c7f,4d11c196-a6e8-4653,investment,active,2024-07-02,67640.75,QAR,0.0
abe50d83-aed6-4530,4d11c196-a6e8-4653,savings,dormant,2024-03-23,87097.83,QAR,0.0
656a6364-67d8-4570,4d5bf5a4-5cf6-467f,credit card,suspended,2023-08-25,72888.36,JPY,30267.61
2d8bf445-9961-4f17,5a8e6aa2-4f95-4dcd,mortgage,suspended,2023-12-15,59468.38,INR,0.0
b64f56c8-fcf6-4436,5a8e6aa2-4f95-4dcd,savings,suspended,2023-09-27,67524.42,INR,0.0
5a84cfc5-f7c5-49d1,5a8e6aa2-4f95-4dcd,loan,pending,2023-01-23,61573.13,INR,0.0
d47226b7-b992-4730,47e14105-c292-4a76,savings,dormant,2024-06-22,34848.56,JPY,0.0
17910887-a090-4081,47e14105-c292-4a76,loan,active,2024-04-18,63443.54,JPY,0.0
158040d6-a4a7-4196,47e14105-c292-4a76,loan,pending,2024-07-10,35393.8,JPY,0.0
7da3cd30-09ad-4be6,03134e70-3d58-4a9a,credit card,closed,2023-11-18,37095.07,GBP,18018.58
fecaf466-1f2d-4b48,fce3eed7-8e82-49d7,credit card,dormant,2023-12-08,2511.58,QAR,16113.01
32bc91c5-2df7-49a2,fce3eed7-8e82-49d7,savings,active,2023-11-26,27276.25,QAR,0.0
f62cd11a-db8a-4720,fce3eed7-8e82-49d7,loan,suspended,2024-06-12,2558.85,QAR,0.0
6b4e27f1-4c53-4447,89d58a09-6394-4b4c,savings,active,2024-06-18,23120.42,USD,0.0
f3f109ae-860a-40c5,98855b2b-82ec-4619,credit card,active,2024-06-28,6737.19,QAR,37044.58
678a2990-8743-4a63,98855b2b-82ec-4619,loan,suspended,2024-02-28,65823.82,QAR,0.0
73b9585c-c41f-406f,98855b2b-82ec-4619,loan,closed,2024-03-29,99355.03,QAR,0.0
408f0303-f96c-4292,ce248ed2-9125-4bb6,savings,active,2024-07-05,74941.94,GBP,0.0
7a230fc6-f274-44ac,c72c56c4-7f10-4bbf,loan,pending,2024-01-06,55032.44,EUR,0.0
d81b0823-bd67-4665,c72c56c4-7f10-4bbf,savings,suspended,2023-11-27,72560.12,EUR,0.0
274a2dcb-fdde-4881,c72c56c4-7f10-4bbf,investment,pending,2023-08-12,7096.99,EUR,0.0
3c8ce8ce-d1a4-4be3,b39b480f-fd8c-423b,loan,pending,2024-07-16,78489.38,EUR,0.0
89958961-4d99-46e5,b39b480f-fd8c-423b,savings,dormant,2024-04-29,93233.33,EUR,0.0
361cec3c-c722-40a8,b39b480f-fd8c-423b,savings,dormant,2024-01-06,80931.64,EUR,0.0
61bdc47b-750a-4dba,816cffee-8e4c-4637,credit card,suspended,2024-08-10,36391.6,INR,7196.24
627ec2ee-032a-4d1e,816cffee-8e4c-4637,investment,active,2024-04-05,88384.31,INR,0.0
abaa51a1-0d7f-47af,816cffee-8e4c-4637,investment,suspended,2023-12-22,59688.92,INR,0.0
62704cd2-786f-4f90,d5427b09-cf62-4825,investment,active,2024-05-30,36899.23,JPY,0.0
34f5a228-e06e-4486,d7a4c105-3ac4-4b57,credit card,pending,2024-06-01,35390.79,GBP,43733.17
cc72c083-d054-48bb,897b8c6f-b41c-42b4,loan,closed,2024-03-28,85677.01,AED,0.0
def8c433-e4a4-4613,9268ff51-c07d-48be,investment,dormant,2024-06-05,62565.08,GBP,0.0
0f12889c-582e-4cf5,9268ff51-c07d-48be,credit card,closed,2024-07-03,54507.79,GBP,45920.14
3ecdd7ed-fc4f-4ad5,9268ff51-c07d-48be,savings,active,2024-08-07,99390.84,GBP,0.0
a138e36f-0fe2-454d,b40876d1-0aa3-4d5a,credit card,pending,2024-08-14,78885.81,EUR,15499.47
fdfa6c6c-f729-4c01,b40876d1-0aa3-4d5a,credit card,suspended,2024-08-10,94602.57,EUR,40593.35
118acc68-e985-4944,b40876d1-0aa3-4d5a,loan,closed,2024-07-15,15809.55,EUR,0.0
a44e463c-bdf0-41c3,2b273a01-956d-4341,investment,pending,2023-11-26,72074.95,QAR,0.0
ba9083cd-77a8-47b1,2b273a01-956d-4341,mortgage,suspended,2023-10-11,69180.5,QAR,0.0
bf947942-894d-42ba,2b273a01-956d-4341,loan,active,2023-11-27,17587.52,QAR,0.0
994a8e80-f8a9-4cad,f73f49f2-774f-4bad,savings,pending,2024-04-23,55657.31,AED,0.0
0f1ae832-b149-4537,f73f49f2-774f-4bad,investment,dormant,2024-02-26,77611.67,AED,0.0
8fa6e122-a52b-4937,f73f49f2-774f-4bad,investment,closed,2024-06-23,18403.44,AED,0.0
156ec65a-9e5d-46a7,ec949c5e-d90e-481e,investment,dormant,2023-09-24,15351.87,GBP,0.0
bdffb146-fe4d-46ff,ec949c5e-d90e-481e,investment,suspended,2024-08-01,80826.18,GBP,0.0
6f328bfc-2380-4c94,ec949c5e-d90e-481e,mortgage,suspended,2023-06-22,81090.52,GBP,0.0
1901c1ff-3458-403b,4dd1e57f-b7af-41e8,mortgage,closed,2024-01-15,31027.83,USD,0.0
16a08771-d390-4a4c,4dd1e57f-b7af-41e8,investment,closed,2024-01-08,32133.34,USD,0.0
127184b8-8130-4c74,4dd1e57f-b7af-41e8,savings,pending,2023-03-30,96141.63,USD,0.0
0b101ed7-e6d5-4c5f,64054578-da67-4d73,loan,closed,2023-12-22,92761.11,AED,0.0
ca63466c-f5ed-4752,54c15eff-e65d-4d5a,loan,closed,2024-03-04,87018.41,JPY,0.0
6109be90-a3d3-4afa,54c15eff-e65d-4d5a,savings,active,2024-06-04,83781.33,JPY,0.0
40734244-7b07-474a,54c15eff-e65d-4d5a,loan,closed,2024-06-30,69475.95,JPY,0.0
46d0ba7f-ffa6-4f3a,56945f78-18e5-477d,savings,suspended,2023-05-12,59423.52,AED,0.0
3e82853d-b38c-4c86,c764b925-77b4-4b30,investment,closed,2024-03-09,95189.59,USD,0.0
4c4c7eb8-d09e-4aa8,36facf97-d1ec-4232,credit card,suspended,2023-07-18,28113.16,JPY,29427.14
3568366a-99c3-414f,36facf97-d1ec-4232,mortgage,pending,2023-03-23,79115.08,JPY,0.0
39aeb31f-e240-4fc1,c0a3d4b1-171f-4d9f,savings,closed,2023-03-01,5079.61,USD,0.0
d107d673-6b28-4e28,c0a3d4b1-171f-4d9f,savings,suspended,2023-12-16,24423.49,USD,0.0
9b9bd45c-e145-4092,0c3e161e-bd7b-460a,investment,dormant,2024-01-13,15405.82,AED,0.0
d9c26c06-bde8-4649,0c3e161e-bd7b-460a,mortgage,suspended,2023-11-21,94853.74,AED,0.0
3fff3d8c-260d-45aa,a80a89c7-af21-41f0,investment,pending,2024-07-31,18000.87,QAR,0.0
7064f40f-a67b-4bf2,498f6ea2-722c-406f,savings,dormant,2024-08-04,83135.98,JPY,0.0
a62e9e7d-b16d-46e8,498f6ea2-722c-406f,mortgage,pending,2024-04-26,11086.12,JPY,0.0
4e2edc2e-4738-4b4b,498f6ea2-722c-406f,credit card,dormant,2024-04-18,48703.44,JPY,29344.79
e03cab57-47f5-42d2,3c9a46c4-3495-446a,credit card,active,2023-12-07,24752.9,AED,4410.88
884e579e-38d6-4903,3c9a46c4-3495-446a,savings,active,2024-01-13,14312.73,AED,0.0
77142da2-0770-4302,56e5b049-63ed-46eb,loan,active,2023-09-16,11011.81,USD,0.0
7e6cec93-bcd7-4428,56e5b049-63ed-46eb,investment,active,2024-02-20,47214.3,USD,0.0
ad49cfbb-1e44-4123,56e5b049-63ed-46eb,investment,active,2024-07-12,86907.25,USD,0.0
64c0ac5d-2cdc-452a,d9ac2866-dd4e-46e4,loan,pending,2023-12-23,73428.12,AED,0.0
15f67859-1a84-4851,d9ac2866-dd4e-46e4,loan,suspended,2024-06-05,29038.09,AED,0.0
49a18918-4382-4660,d9ac2866-dd4e-46e4,credit card,suspended,2024-05-17,1804.92,AED,29335.56
93818b8e-95ea-456f,1bec2ce5-ee23-49e3,credit card,suspended,2023-04-01,20573.82,QAR,26851.93
06844c8e-9bb8-4862,b2bc77ea-66b0-4eca,mortgage,closed,2024-04-25,89154.73,INR,0.0
7015eb95-d4d0-416d,b2bc77ea-66b0-4eca,savings,dormant,2024-08-13,15331.45,INR,0.0
da80d26a-18db-4c32,b2bc77ea-66b0-4eca,savings,suspended,2024-05-24,19867.86,INR,0.0
54118970-a06f-4089,5ff0a759-a87a-496b,loan,closed,2023-05-01,54614.03,USD,0.0
5dce468c-2524-4c2f,5ff0a759-a87a-496b,savings,pending,2023-11-30,17991.59,USD,0.0
9555b318-0eaf-4e2b,e9fd0dcf-5228-4fbd,credit card,closed,2024-05-18,69383.24,EUR,42771.34
18b7a42f-c22e-40c9,968ec53a-26c5-4e8e,savings,dormant,2023-10-26,37305.52,USD,0.0
f1567d79-cc78-4b8f,968ec53a-26c5-4e8e,loan,closed,2023-12-17,59963.21,USD,0.0
ca730f5a-6dca-4e28,968ec53a-26c5-4e8e,savings,suspended,2024-03-28,78188.81,USD,0.0
541d152f-d076-499c,d7562e75-686f-4750,investment,pending,2023-11-01,57431.94,INR,0.0
5221c146-f6a3-46ca,d7562e75-686f-4750,mortgage,dormant,2023-08-30,40273.64,INR,0.0
f0b24d19-12c1-4c43,a1775a63-0784-47a5,credit card,pending,2024-06-30,12627.91,QAR,13762.35
3ca6203f-dfe3-4f46,a0658ebb-196a-4197,mortgage,dormant,2024-06-05,92142.71,USD,0.0
9b82fcc5-9118-4598,a0658ebb-196a-4197,savings,closed,2024-05-24,32430.2,USD,0.0
bff5cbf3-f3b1-49e9,fb1580da-b577-4712,mortgage,closed,2023-07-16,60342.8,INR,0.0
8d3a6ddb-7cf1-49e5,fb1580da-b577-4712,investment,suspended,2023-11-08,42189.41,INR,0.0
f909c492-cca1-4888,c7758aeb-0e4c-42fa,savings,dormant,2023-11-02,30576.25,QAR,0.0
dc09a644-cbdc-4fd9,c7758aeb-0e4c-42fa,credit card,dormant,2024-01-28,37057.61,QAR,11609.5
8b06c6f3-c607-4da0,c7758aeb-0e4c-42fa,loan,closed,2024-06-20,45067.52,QAR,0.0
739b5ff3-ae30-4e17,b2da8cdd-21f3-4fb4,savings,suspended,2023-08-05,37704.16,JPY,0.0
1566cd6b-dd1c-4822,7b3afdbb-03eb-4eef,savings,pending,2024-08-09,99792.71,JPY,0.0
9dc3ffc0-8b83-4b38,2df9923d-a7be-42c3,investment,pending,2024-02-29,90714.91,GBP,0.0
8a8cf3ae-dd75-4f02,2df9923d-a7be-42c3,mortgage,closed,2023-11-10,61077.53,GBP,0.0
29298f67-9acb-4384,30ae6ea3-fa3c-4383,mortgage,pending,2023-07-16,16445.58,AED,0.0
ac6f85f9-096e-4a6f,e5b99de9-959d-4ed1,credit card,dormant,2024-08-02,21164.7,EUR,36611.89
b9eabb93-b653-4a6b,e5b99de9-959d-4ed1,loan,active,2024-06-24,41865.56,EUR,0.0
e690e11f-f506-45ea,80f0d97c-0ca9-4818,loan,closed,2023-11-17,66416.66,GBP,0.0
03003e26-5305-494e,e8315780-43d2-47b4,mortgage,dormant,2024-04-04,90286.52,AED,0.0
1d4ede9d-feab-4047,e8315780-43d2-47b4,loan,suspended,2024-01-14,98584.95,AED,0.0
74bd6c09-ddbf-4af6,e8315780-43d2-47b4,savings,suspended,2024-04-30,6982.65,AED,0.0
7f078560-d111-4808,9a34bde9-3f41-43c8,savings,active,2024-08-13,89073.48,USD,0.0
1ee9783e-bcc9-47de,9a34bde9-3f41-43c8,investment,suspended,2024-08-12,80691.67,USD,0.0
b4c3e73c-7481-42f2,9a34bde9-3f41-43c8,credit card,pending,2024-08-01,12204.63,USD,42292.56
0c0f973b-8415-48a8,687c492e-cc8c-487f,credit card,closed,2024-03-30,86841.18,AED,7183.37
31deac08-8fd6-4f76,687c492e-cc8c-487f,loan,pending,2023-09-28,70550.89,AED,0.0
9d28f552-8e78-4813,687c492e-cc8c-487f,loan,active,2024-07-30,6082.72,AED,0.0
08168c19-4525-42ab,b4a06f8e-23e2-43e3,investment,suspended,2024-05-13,49529.77,JPY,0.0
0f4eba4a-1c95-46f0,b4a06f8e-23e2-43e3,loan,closed,2024-05-31,80374.45,JPY,0.0
f6fa0576-c3b8-42b1,c4cb91b7-05f6-465a,mortgage,active,2024-04-24,97680.53,AED,0.0
33f6bb53-f7ed-4957,6ee5e7c8-ee59-4be6,savings,active,2023-12-01,48046.81,JPY,0.0
07be3037-8d53-4503,6ee5e7c8-ee59-4be6,loan,suspended,2024-03-25,77127.8,JPY,0.0
c36377f9-2e50-4ce5,6ee5e7c8-ee59-4be6,mortgage,suspended,2024-03-27,41419.4,JPY,0.0
77ed8c69-5f9e-4030,4cf85ffd-fa52-4862,loan,suspended,2022-12-29,72249.45,EUR,0.0
c0b0466c-e2de-4d2e,4cf85ffd-fa52-4862,credit card,closed,2024-08-03,92524.72,EUR,31550.6
5abb6dcd-cc39-4e39,4cf85ffd-fa52-4862,mortgage,closed,2023-10-27,95515.6,EUR,0.0
cf4183b0-e814-4dfc,89c0cb5a-8dd0-4c3e,investment,closed,2024-04-15,86550.39,EUR,0.0
9a51a3ed-adaa-4425,89c0cb5a-8dd0-4c3e,investment,active,2024-05-02,14752.94,EUR,0.0
b97d0dc9-153c-49ab,89c0cb5a-8dd0-4c3e,loan,closed,2024-07-31,66475.11,EUR,0.0
c2c89c23-f931-4a5c,12ef17ad-c5f4-4a27,savings,pending,2024-04-15,97464.44,USD,0.0
7c6431c3-a8e2-4cd8,12ef17ad-c5f4-4a27,investment,pending,2024-03-21,5620.77,USD,0.0
7ca945fb-7c0c-4062,12ef17ad-c5f4-4a27,investment,suspended,2024-05-10,42715.72,USD,0.0
0f1598ae-a723-4936,8a3524d0-8e8e-480c,loan,suspended,2024-01-04,40556.57,JPY,0.0
0b90eb28-6765-43ea,76c9abbc-97b6-4cde,mortgage,pending,2024-07-29,97285.76,INR,0.0
ab54c783-a556-4eeb,76c9abbc-97b6-4cde,loan,active,2024-08-05,2753.71,INR,0.0
9f89a718-d8eb-43b5,76c9abbc-97b6-4cde,credit card,closed,2024-08-08,26712.55,INR,22778.57
3bdad609-7dac-452e,d1c2f380-fd10-4c2e,investment,active,2023-10-16,2621.0,JPY,0.0
6bd1555f-6ca1-4a6d,d1c2f380-fd10-4c2e,credit card,closed,2024-06-10,42157.78,JPY,8508.27
b3b69fd8-43c0-4213,d1c2f380-fd10-4c2e,mortgage,pending,2024-08-09,86336.79,JPY,0.0
0c6ead6d-2aa0-40ab,185c63a8-8c14-4115,investment,pending,2023-04-21,35582.32,USD,0.0
e57ba795-a256-4736,185c63a8-8c14-4115,credit card,dormant,2024-02-15,3891.34,USD,4369.08
89334df4-6b9d-4d85,1bba108b-687a-42ae,credit card,suspended,2024-03-13,97178.26,QAR,6573.84
aa2573a5-52c6-4cad,1bba108b-687a-42ae,loan,dormant,2024-03-27,54293.33,QAR,0.0
27088755-cbec-4816,1bba108b-687a-42ae,mortgage,suspended,2024-04-20,41822.27,QAR,0.0
017a3efd-42bb-4d32,4d98c02e-3cbf-41ba,mortgage,closed,2024-08-07,63029.62,QAR,0.0
62e50d77-13c0-4dee,4d98c02e-3cbf-41ba,investment,active,2024-08-08,49591.26,QAR,0.0
fe783038-aa18-4f47,4d98c02e-3cbf-41ba,investment,suspended,2024-08-05,50097.85,QAR,0.0
5a37acdc-7f26-4c43,01e4e170-1887-43d7,loan,closed,2024-04-10,32172.13,INR,0.0
5ec28e03-b4c7-4faa,3953e219-6b0b-49cd,credit card,active,2023-01-02,58575.02,AED,17682.44
09037a16-be57-4226,3953e219-6b0b-49cd,investment,pending,2024-05-22,72817.62,AED,0.0
5b6ae27b-6280-4571,3953e219-6b0b-49cd,savings,pending,2024-06-05,41936.25,AED,0.0
e8436091-ad94-42d9,09bdb732-8b6c-4d26,credit card,dormant,2024-07-27,75737.61,EUR,40521.65
fd5c70b3-0d9e-43fe,73d949cd-8474-4184,credit card,suspended,2022-12-06,16394.8,QAR,3140.41
7eb8b2f6-791e-4d69,4820c14b-4366-4ba2,mortgage,dormant,2024-03-27,82684.6,AED,0.0
7026fd16-afe4-4d10,4820c14b-4366-4ba2,investment,closed,2024-05-14,85356.63,AED,0.0
782e5bb7-262c-493d,15b4fb36-dc92-4cba,investment,active,2024-07-05,79510.76,INR,0.0
8433d7aa-e001-4ae8,14346b32-248d-4c0c,savings,dormant,2024-03-10,42315.53,GBP,0.0
c83239f7-9dd1-402f,14346b32-248d-4c0c,loan,active,2024-02-15,49689.46,GBP,0.0
03ff7759-cc3d-4823,14346b32-248d-4c0c,investment,active,2024-05-19,54960.7,GBP,0.0
ca120a2c-43cc-4ace,f70775a8-c1de-4e89,investment,pending,2023-12-23,96477.48,GBP,0.0
2d6c5973-7562-4edf,f70775a8-c1de-4e89,investment,closed,2023-01-15,64618.11,GBP,0.0
640e5186-53d9-4ff0,5d518273-0b97-4d24,credit card,closed,2024-07-01,22677.57,AED,6921.6
0a885c74-76e0-401e,5d518273-0b97-4d24,investment,suspended,2023-08-24,85440.4,AED,0.0
f1c4b133-8438-46eb,5d518273-0b97-4d24,loan,active,2024-07-24,8994.86,AED,0.0
e3bf6c4a-b938-4dfb,813baccc-0570-4809,loan,suspended,2023-12-29,17456.56,USD,0.0
7b4ef171-8f4b-4f32,813baccc-0570-4809,investment,suspended,2024-02-07,61786.82,USD,0.0
9ffe6439-5696-4ba2,813baccc-0570-4809,mortgage,active,2023-09-28,61295.51,USD,0.0
6bea9ac7-636e-44f3,0b2271c8-727a-4f41,mortgage,dormant,2023-12-11,57113.74,INR,0.0
0ba47aaf-45b8-450f,89674ca6-86d2-42a3,mortgage,active,2023-04-28,56642.84,JPY,0.0
bbe2d358-7e0a-4d24,89674ca6-86d2-42a3,investment,dormant,2024-03-26,57317.44,JPY,0.0
7f15f5b8-9724-4ac9,6dad4047-8189-4eec,mortgage,closed,2023-09-01,38079.13,JPY,0.0
3753a8ac-9d2e-4d5c,6dad4047-8189-4eec,loan,active,2023-11-05,68252.08,JPY,0.0
3b492ec3-3cd6-4d25,6dad4047-8189-4eec,loan,dormant,2024-01-19,63343.5,JPY,0.0
e2782f0c-8982-4e7b,40627db6-6dd5-4e4c,loan,closed,2023-12-18,58115.24,AED,0.0
9656a79b-079a-4b02,40627db6-6dd5-4e4c,investment,pending,2023-11-07,71720.74,AED,0.0
5f61ce54-3a98-41da,6fef451b-8bc1-40e3,savings,closed,2023-10-30,85797.23,GBP,0.0
d647ec73-b0b9-445b,6fef451b-8bc1-40e3,loan,pending,2024-07-09,51423.97,GBP,0.0
1f097c96-d903-45e2,6771ab37-4fdf-4494,savings,closed,2024-08-14,24831.8,JPY,0.0
d7c46c06-5881-44ce,6771ab37-4fdf-4494,investment,dormant,2024-07-07,34560.15,JPY,0.0
d091e72f-733f-463a,94bfedf5-4159-454a,mortgage,closed,2024-06-12,35289.44,JPY,0.0
e30fa6a7-aaac-482e,fd3f014c-67d1-4759,credit card,active,2024-07-20,58882.89,INR,49024.43
40099ea9-86d2-4a5e,fd3f014c-67d1-4759,savings,active,2024-06-24,92006.83,INR,0.0
e8518ee1-e1e7-4df3,fd3f014c-67d1-4759,credit card,dormant,2024-04-17,68437.86,INR,34062.25
8bc0f2ad-7022-40a1,36c18279-4a90-4df5,investment,suspended,2024-08-14,26666.43,INR,0.0
81de653d-ee62-4096,36c18279-4a90-4df5,credit card,dormant,2024-08-16,53832.76,INR,15521.75
df4ba2e9-be68-45be,36c18279-4a90-4df5,investment,suspended,2024-08-14,419.5,INR,0.0
a880e559-99a9-4b92,5e7fe11b-b030-4146,savings,active,2024-06-03,62254.76,INR,0.0
842b821c-8924-4a06,5e7fe11b-b030-4146,investment,active,2024-04-01,88539.96,INR,0.0
a97f2a86-08c2-4e9f,5621b631-0f6a-4b5a,savings,closed,2023-11-22,97405.61,QAR,0.0
392ea779-7549-4374,5621b631-0f6a-4b5a,savings,suspended,2023-10-22,63886.7,QAR,0.0
562b0963-ecb1-4eb9,4206b5a4-398f-430f,loan,closed,2024-06-05,39346.74,INR,0.0
ffdce25f-1eff-4ff6,b5f76f8d-e9dc-4bb4,savings,pending,2023-11-09,61514.98,JPY,0.0
cea173aa-5ca4-4277,b5f76f8d-e9dc-4bb4,mortgage,pending,2023-12-30,98442.03,JPY,0.0
7b259f0d-2016-4352,fe5b5edb-e917-4d60,investment,closed,2024-07-08,1497.8,JPY,0.0
7b89909a-d6a5-45e0,fe5b5edb-e917-4d60,credit card,active,2024-08-05,43914.29,JPY,7322.87
002f66ba-0005-427f,a5638fd2-ae00-4c8e,mortgage,closed,2024-07-12,25616.83,EUR,0.0
8b489504-1cb9-4f4a,a5638fd2-ae00-4c8e,investment,active,2024-07-19,40801.13,EUR,0.0
2646ddc4-2bc6-4e4f,038e6efa-8f14-4d4d,loan,dormant,2024-07-18,97788.4,AED,0.0
101806a9-c827-48e2,ee32493b-3756-4aa6,savings,closed,2024-03-15,58805.58,GBP,0.0
10060c07-efaa-47cd,d36b82b4-262d-4439,credit card,active,2024-08-13,34351.4,GBP,39011.61
ee552698-488b-440c,f01ba5e2-174e-4291,investment,active,2022-12-30,23647.66,JPY,0.0
ebd403a4-f37d-49b4,f01ba5e2-174e-4291,savings,active,2023-02-19,40633.3,JPY,0.0
4c976674-2e7f-4461,2f710dbb-d107-4832,investment,suspended,2023-03-14,45087.5,AED,0.0
8bdfc376-e8a4-42f6,b86e9877-7171-4a88,savings,suspended,2024-05-26,23236.94,QAR,0.0
af7e0aab-e84d-4834,5a2d4756-7ad8-405e,mortgage,pending,2023-11-29,44376.46,EUR,0.0
1390bc51-04b5-4849,5a2d4756-7ad8-405e,savings,active,2024-06-14,63636.69,EUR,0.0
4045f77b-296f-4995,d8a78e18-91ec-4106,credit card,closed,2024-08-02,23025.33,EUR,26044.91
0a65b60c-4c2b-4c86,1f0caf90-a99d-4138,investment,dormant,2023-07-09,15506.33,QAR,0.0
a5d0d993-9287-4df3,1f0caf90-a99d-4138,mortgage,active,2024-02-21,11424.09,QAR,0.0
6097517f-ad6c-41bb,115fe6b8-609e-4020,mortgage,suspended,2024-04-09,80948.6,EUR,0.0
9bbd6220-3e29-4ebc,115fe6b8-609e-4020,mortgage,active,2024-03-27,87510.02,EUR,0.0
66d96fa1-9016-4cd6,6b037bae-3eaa-4c0b,savings,suspended,2023-09-30,50043.24,AED,0.0
71447ed1-b3bd-4ef6,6de166d4-ed7a-40b2,investment,suspended,2024-01-17,52357.93,GBP,0.0
aa426b1b-cb82-4538,6de166d4-ed7a-40b2,savings,dormant,2023-12-07,4146.76,GBP,0.0
8cddc345-afb0-46b3,6de166d4-ed7a-40b2,loan,dormant,2023-11-04,23028.84,GBP,0.0
25bcb6af-e22a-45ff,7ae18899-8059-422e,loan,pending,2024-02-16,23495.3,AED,0.0
493f2143-9d5b-416a,7ae18899-8059-422e,loan,suspended,2024-05-01,36736.89,AED,0.0
aa037e34-4ba1-46bd,7ae18899-8059-422e,investment,closed,2024-04-15,26034.54,AED,0.0
0adcfbc6-16e3-474a,ffe419ba-48c9-4b96,mortgage,suspended,2023-10-14,92248.16,GBP,0.0
1cd04c31-760e-4e39,ffe419ba-48c9-4b96,mortgage,pending,2023-12-21,4609.21,GBP,0.0
